Date	app	Campaign	os	spend	Installs	cpi
2019-02-16	real	SPB	android	17428.360000000004	118.0	147.69796610169496
2019-02-16	real	SPB	server	10871.310000000001	0.0	0.0
2019-02-17	auto	MSK_SPB	android	561.7600000000001	5.0	112.35200000000002
2019-02-17	auto	MSK_SPB	ios	417.67	2.0	208.835
2019-02-17	auto	MSK_SPB	server	116.19	0.0	0.0
2019-02-17	auto	RU	android	27844.949999999997	333.0	83.61846846846846
2019-02-17	auto	RU	ios	6433.46	67.0	96.02179104477612
2019-02-17	auto	RU	server	23294.16	0.0	0.0
2019-02-17	auto	RU	windows	421.5	0.0	0.0
2019-02-17	auto	RU_comm	android	0.0	0.0	0.0
2019-02-17	auto	RU_comm	ios	0.0	0.0	0.0
2019-02-17	auto	SPB	android	465.1000000000001	8.0	58.13750000000001
2019-02-17	auto	SPB	ios	180.86	3.0	60.28666666666667
2019-02-17	auto	SPB	server	58.3	0.0	0.0
2019-02-17	real	MSK	android	4299.48	53.0	81.1222641509434
2019-02-17	real	MSK	server	2284.57	0.0	0.0
2019-02-17	real	SPB	android	12897.18	93.0	138.67935483870968
2019-02-17	real	SPB	server	8251.859999999999	0.0	0.0
2019-02-17	real	SPB	windows	21.54	0.0	0.0
2019-02-18	auto	MSK_SPB	android	1500.46	17.0	88.26235294117647
2019-02-18	auto	MSK_SPB	ios	448.44000000000005	7.0	64.06285714285715
2019-02-18	auto	MSK_SPB	server	554.8199999999999	0.0	0.0
2019-02-18	auto	RU	android	29180.43000000001	312.0	93.52701923076927
2019-02-18	auto	RU	ios	7705.940000000001	50.0	154.11880000000002
2019-02-18	auto	RU	server	27013.48	0.0	0.0
2019-02-18	auto	RU	windows	270.0	0.0	0.0
2019-02-18	auto	RU_comm	android	0.0	0.0	0.0
2019-02-18	auto	RU_comm	ios	0.0	0.0	0.0
2019-02-18	auto	SPB	android	519.4799999999999	3.0	173.15999999999997
2019-02-18	auto	SPB	ios	125.58000000000001	1.0	125.58000000000001
2019-02-18	auto	SPB	server	209.51000000000002	0.0	0.0
2019-02-18	real	MSK	android	5848.880000000001	78.0	74.98564102564104
2019-02-18	real	MSK	server	1514.99	0.0	0.0
2019-02-18	real	MSK	windows	0.0	0.0	0.0
2019-02-18	real	SPB	android	12631.71	91.0	138.81
2019-02-18	real	SPB	server	8444.57	0.0	0.0
2019-02-18	real	SPB	windows	17.71	0.0	0.0
2019-02-19	auto	MSK_SPB	android	5196.880000000002	56.0	92.8014285714286
2019-02-19	auto	MSK_SPB	ios	163.24	0.0	0.0
2019-02-19	auto	MSK_SPB	server	4579.1900000000005	0.0	0.0
2019-02-19	auto	RU	android	97322.96000000004	922.0	105.55635574837314
2019-02-19	auto	RU	ios	4343.8	33.0	131.63030303030303
2019-02-19	auto	RU	server	94514.65000000002	0.0	0.0
2019-02-19	auto	RU	windows	121.44	0.0	0.0
2019-02-19	auto	RU_comm	android	0.0	0.0	0.0
2019-02-19	auto	RU_comm	ios	0.0	0.0	0.0
2019-02-19	auto	SPB	android	3534.47	41.0	86.20658536585366
2019-02-19	auto	SPB	ios	58.629999999999995	0.0	0.0
2019-02-19	auto	SPB	server	3336.76	0.0	0.0
2019-02-19	real	MSK	android	5234.829999999998	60.0	87.24716666666663
2019-02-19	real	MSK	server	1586.41	0.0	0.0
2019-02-19	real	SPB	android	10613.249999999998	72.0	147.40624999999997
2019-02-19	real	SPB	server	7450.920000000001	0.0	0.0
2019-02-19	real	SPB	windows	136.0	0.0	0.0
2019-02-20	auto	MSK_SPB	android	1809.48	26.0	69.59538461538462
2019-02-20	auto	MSK_SPB	ios	118.09999999999998	2.0	59.04999999999999
2019-02-20	auto	MSK_SPB	server	631.7299999999999	0.0	0.0
2019-02-20	auto	RU	android	39182.85999999999	461.0	84.99535791757049
2019-02-20	auto	RU	ios	1499.71	28.0	53.56107142857143
2019-02-20	auto	RU	linux	0.0	0.0	0.0
2019-02-20	auto	RU	server	34936.38	0.0	0.0
2019-02-20	auto	RU	unknown	0.0	0.0	0.0
2019-02-20	auto	RU	windows	133.21	0.0	0.0
2019-02-20	auto	RU_comm	android	0.0	0.0	0.0
2019-02-20	auto	RU_comm	ios	0.0	0.0	0.0
2019-02-20	auto	SPB	android	1059.3799999999999	5.0	211.87599999999998
2019-02-20	auto	SPB	ios	45.410000000000004	0.0	0.0
2019-02-20	auto	SPB	server	409.12	0.0	0.0
2019-02-20	real	MSK	android	3295.309999999999	45.0	73.2291111111111
2019-02-20	real	MSK	server	725.12	0.0	0.0
2019-02-20	real	MSK	windows	0.0	0.0	0.0
2019-02-20	real	SPB	android	12234.920000000007	75.0	163.13226666666677
2019-02-20	real	SPB	server	9330.759999999998	0.0	0.0
2019-02-20	real	SPB	windows	0.0	0.0	0.0
2019-02-21	auto	MSK_SPB	android	2514.0300000000007	20.0	125.70150000000004
2019-02-21	auto	MSK_SPB	ios	47.199999999999996	1.0	47.199999999999996
2019-02-21	auto	MSK_SPB	server	1288.51	0.0	0.0
2019-02-21	auto	RU	android	33155.12999999998	378.0	87.71198412698408
2019-02-21	auto	RU	ios	3715.85	75.0	49.544666666666664
2019-02-21	auto	RU	linux	0.0	0.0	0.0
2019-02-21	auto	RU	macos	0.0	0.0	0.0
2019-02-21	auto	RU	server	29734.020000000004	0.0	0.0
2019-02-21	auto	RU	windows	0.0	0.0	0.0
2019-02-21	auto	RU_comm	android	0.0	0.0	0.0
2019-02-21	auto	RU_comm	ios	0.0	0.0	0.0
2019-02-21	auto	SPB	android	1742.9499999999998	15.0	116.19666666666666
2019-02-21	auto	SPB	ios	0.25	0.0	0.0
2019-02-21	auto	SPB	server	1254.6599999999999	0.0	0.0
2019-02-21	real	MSK	android	5277.11	46.0	114.71978260869564
2019-02-21	real	MSK	server	903.0199999999999	0.0	0.0
2019-02-21	real	MSK	windows	150.1	0.0	0.0
2019-02-21	real	SPB	android	1424.08	20.0	71.204
2019-02-21	real	SPB	server	188.46	0.0	0.0
2019-02-21	real	SPB	windows	26.45	0.0	0.0
2019-02-22	auto	MSK_SPB	android	937.1999999999999	9.0	104.13333333333333
2019-02-22	auto	MSK_SPB	ios	11.53	0.0	0.0
2019-02-22	auto	MSK_SPB	server	606.3499999999999	0.0	0.0
2019-02-22	auto	RU	android	22531.410000000007	300.0	75.10470000000002
2019-02-22	auto	RU	ios	1833.3699999999997	113.0	16.22451327433628
2019-02-22	auto	RU	server	18679.060000000005	0.0	0.0
2019-02-22	auto	RU	windows	757.2	0.0	0.0
2019-02-22	auto	RU_comm	android	0.0	0.0	0.0
2019-02-22	auto	RU_comm	ios	0.0	0.0	0.0
2019-02-22	auto	SPB	android	787.21	8.0	98.40125
2019-02-22	auto	SPB	ios	0.0	0.0	0.0
2019-02-22	auto	SPB	server	49.7	0.0	0.0
2019-02-22	real	MSK	android	1904.6000000000001	22.0	86.57272727272728
2019-02-22	real	MSK	server	93.99000000000001	0.0	0.0
2019-02-22	real	MSK	windows	0.0	0.0	0.0
2019-02-22	real	SPB	android	1567.3399999999997	8.0	195.91749999999996
2019-02-22	real	SPB	server	322.99	0.0	0.0
2019-02-23	auto	MSK_SPB	android	800.93	9.0	88.99222222222221
2019-02-23	auto	MSK_SPB	ios	11.3	0.0	0.0
2019-02-23	auto	RU	android	20245.369999999995	255.0	79.39360784313723
2019-02-23	auto	RU	ios	1143.53	77.0	14.851038961038961
2019-02-23	auto	RU	server	15470.759999999998	0.0	0.0
2019-02-23	auto	RU	windows	0.0	0.0	0.0
2019-02-23	auto	RU_comm	android	0.0	0.0	0.0
2019-02-23	auto	RU_comm	ios	0.0	0.0	0.0
2019-02-23	auto	SPB	android	616.92	5.0	123.38399999999999
2019-02-23	auto	SPB	ios	0.0	0.0	0.0
2019-02-23	auto	SPB	server	24.85	0.0	0.0
2019-02-23	real	MSK	android	1696.4099999999999	27.0	62.82999999999999
2019-02-23	real	MSK	server	10.76	0.0	0.0
2019-02-23	real	MSK	windows	0.0	0.0	0.0
2019-02-23	real	SPB	android	1237.1799999999996	11.0	112.47090909090906
2019-02-23	real	SPB	server	304.0	0.0	0.0
2019-02-24	auto	MSK_SPB	android	2495.1	27.0	92.41111111111111
2019-02-24	auto	MSK_SPB	ios	22.23	1.0	22.23
2019-02-24	auto	MSK_SPB	server	1225.6000000000001	0.0	0.0
2019-02-24	auto	MSK_SPB	windows	187.4	0.0	0.0
2019-02-24	auto	RU	android	52607.860000000015	636.0	82.71676100628933
2019-02-24	auto	RU	ios	1500.2300000000002	89.0	16.856516853932586
2019-02-24	auto	RU	linux	0.0	0.0	0.0
2019-02-24	auto	RU	macos	0.0	0.0	0.0
2019-02-24	auto	RU	server	49653.409999999996	0.0	0.0
2019-02-24	auto	RU	windows	0.0	0.0	0.0
2019-02-24	auto	RU_comm	android	0.0	0.0	0.0
2019-02-24	auto	RU_comm	ios	0.0	0.0	0.0
2019-02-24	auto	SPB	android	1080.93	15.0	72.062
2019-02-24	auto	SPB	ios	0.0	0.0	0.0
2019-02-24	auto	SPB	server	211.86	0.0	0.0
2019-02-24	real	MSK	android	4309.760000000001	63.0	68.40888888888891
2019-02-24	real	MSK	server	390.98	0.0	0.0
2019-02-24	real	MSK	windows	0.0	0.0	0.0
2019-02-24	real	SPB	android	4786.65	42.0	113.96785714285713
2019-02-24	real	SPB	server	3500.02	0.0	0.0
2019-02-25	auto	MSK_SPB	android	1818.3700000000001	22.0	82.65318181818182
2019-02-25	auto	MSK_SPB	ios	22.58	1.0	22.58
2019-02-25	auto	MSK_SPB	server	811.78	0.0	0.0
2019-02-25	auto	RU	android	54764.73	694.0	78.91171469740634
2019-02-25	auto	RU	ios	1831.0000000000002	97.0	18.87628865979382
2019-02-25	auto	RU	server	49063.05	0.0	0.0
2019-02-25	auto	RU	windows	450.95	0.0	0.0
2019-02-25	auto	RU_comm	android	0.0	0.0	0.0
2019-02-25	auto	RU_comm	ios	0.0	0.0	0.0
2019-02-25	auto	SPB	android	1239.03	11.0	112.63909090909091
2019-02-25	auto	SPB	ios	0.0	0.0	0.0
2019-02-25	auto	SPB	server	502.09000000000003	0.0	0.0
2019-02-25	real	MSK	android	4022.7800000000007	73.0	55.10657534246576
2019-02-25	real	MSK	server	513.8199999999999	0.0	0.0
2019-02-25	real	MSK	windows	0.0	0.0	0.0
2019-02-25	real	SPB	android	7195.29	67.0	107.39238805970149
2019-02-25	real	SPB	server	5059.719999999999	0.0	0.0
2019-02-26	auto	MSK_SPB	android	1225.4500000000003	16.0	76.59062500000002
2019-02-26	auto	MSK_SPB	ios	35.08	0.0	0.0
2019-02-26	auto	MSK_SPB	server	279.93	0.0	0.0
2019-02-26	auto	RU	android	32530.320000000007	433.0	75.12775981524251
2019-02-26	auto	RU	ios	1821.73	80.0	22.771625
2019-02-26	auto	RU	linux	0.0	0.0	0.0
2019-02-26	auto	RU	server	28487.780000000002	0.0	0.0
2019-02-26	auto	RU	unknown	0.0	0.0	0.0
2019-02-26	auto	RU	windows	0.0	0.0	0.0
2019-02-26	auto	RU_comm	android	0.0	0.0	0.0
2019-02-26	auto	RU_comm	ios	0.0	0.0	0.0
2019-02-26	auto	SPB	android	510.22999999999996	2.0	255.11499999999998
2019-02-26	auto	SPB	ios	0.0	0.0	0.0
2019-02-26	real	MSK	android	5709.25	119.0	47.976890756302524
2019-02-26	real	MSK	server	1524.9300000000003	0.0	0.0
2019-02-26	real	MSK	windows	0.0	0.0	0.0
2019-02-26	real	SPB	android	10401.630000000001	83.0	125.32084337349399
2019-02-26	real	SPB	server	6702.46	0.0	0.0
2019-02-27	auto	MSK_SPB	android	2796.51	32.0	87.3909375
2019-02-27	auto	MSK_SPB	ios	23.51	0.0	0.0
2019-02-27	auto	MSK_SPB	server	1980.2399999999998	0.0	0.0
2019-02-27	auto	RU	android	38635.66000000001	428.0	90.27023364485984
2019-02-27	auto	RU	ios	1463.85	93.0	15.74032258064516
2019-02-27	auto	RU	linux	0.0	0.0	0.0
2019-02-27	auto	RU	server	36893.62000000001	0.0	0.0
2019-02-27	auto	RU	windows	400.48	0.0	0.0
2019-02-27	auto	RU_comm	android	0.0	0.0	0.0
2019-02-27	auto	RU_comm	ios	0.0	0.0	0.0
2019-02-27	auto	SPB	android	1882.4300000000003	11.0	171.13000000000002
2019-02-27	auto	SPB	ios	0.0	0.0	0.0
2019-02-27	auto	SPB	server	1494.63	0.0	0.0
2019-02-27	real	MSK	android	5491.499999999999	85.0	64.60588235294117
2019-02-27	real	MSK	server	424.02	0.0	0.0
2019-02-27	real	MSK	windows	58.7	0.0	0.0
2019-02-27	real	SPB	android	6840.320000000001	46.0	148.70260869565217
2019-02-27	real	SPB	server	3196.8999999999996	0.0	0.0
2019-02-28	auto	MSK_SPB	android	2119.64	23.0	92.15826086956521
2019-02-28	auto	MSK_SPB	ios	17.9	0.0	0.0
2019-02-28	auto	MSK_SPB	server	406.71000000000004	0.0	0.0
2019-02-28	auto	RU	android	20630.709999999995	293.0	70.41197952218428
2019-02-28	auto	RU	ios	1972.48	61.0	32.33573770491803
2019-02-28	auto	RU	linux	0.0	0.0	0.0
2019-02-28	auto	RU	server	17753.94	0.0	0.0
2019-02-28	auto	RU	windows	267.5	0.0	0.0
2019-02-28	auto	RU_comm	android	0.0	0.0	0.0
2019-02-28	auto	RU_comm	ios	0.0	0.0	0.0
2019-02-28	auto	SPB	android	776.2700000000001	8.0	97.03375000000001
2019-02-28	auto	SPB	ios	0.0	0.0	0.0
2019-02-28	auto	SPB	server	429.9	0.0	0.0
2019-02-28	real	MSK	android	6810.840000000001	130.0	52.39107692307693
2019-02-28	real	MSK	server	2626.58	0.0	0.0
2019-02-28	real	MSK	windows	0.0	0.0	0.0
2019-02-28	real	SPB	android	6021.93	39.0	154.40846153846155
2019-02-28	real	SPB	server	2364.62	0.0	0.0
2019-03-01	auto	MSK_SPB	android	1482.6	20.0	74.13
2019-03-01	auto	MSK_SPB	ios	28.01	0.0	0.0
2019-03-01	auto	MSK_SPB	server	404.05	0.0	0.0
2019-03-01	auto	RU	android	17184.71	261.0	65.84180076628353
2019-03-01	auto	RU	ios	1530.91	31.0	49.3841935483871
2019-03-01	auto	RU	macos	0.0	0.0	0.0
2019-03-01	auto	RU	server	12888.649999999998	0.0	0.0
2019-03-01	auto	RU	windows	90.0	0.0	0.0
2019-03-01	auto	RU_comm	android	0.0	0.0	0.0
2019-03-01	auto	RU_comm	ios	0.0	0.0	0.0
2019-03-01	auto	SPB	android	658.1899999999999	8.0	82.27374999999999
2019-03-01	auto	SPB	ios	0.0	0.0	0.0
2019-03-01	real	MSK	android	7606.950000000001	142.0	53.57007042253522
2019-03-01	real	MSK	ios	734.3899999999999	8.0	91.79874999999998
2019-03-01	real	MSK	server	509.36999999999995	0.0	0.0
2019-03-01	real	MSK	windows	6.78	0.0	0.0
2019-03-01	real	SPB	android	7320.37	66.0	110.91469696969696
2019-03-01	real	SPB	ios	475.19	2.0	237.595
2019-03-01	real	SPB	server	4255.8099999999995	0.0	0.0
2019-03-02	auto	MSK_SPB	android	2206.6099999999997	27.0	81.72629629629628
2019-03-02	auto	MSK_SPB	ios	27.11	0.0	0.0
2019-03-02	auto	MSK_SPB	server	873.01	0.0	0.0
2019-03-02	auto	RU	android	23825.439999999995	331.0	71.98018126888216
2019-03-02	auto	RU	ios	1198.0800000000002	23.0	52.0904347826087
2019-03-02	auto	RU	server	20056.309999999994	0.0	0.0
2019-03-02	auto	RU	windows	180.0	0.0	0.0
2019-03-02	auto	RU_comm	android	0.0	0.0	0.0
2019-03-02	auto	RU_comm	ios	0.0	0.0	0.0
2019-03-02	auto	SPB	android	911.64	11.0	82.87636363636364
2019-03-02	auto	SPB	ios	0.0	0.0	0.0
2019-03-02	auto	SPB	server	385.12	0.0	0.0
2019-03-02	real	MSK	android	11034.789999999997	234.0	47.15722222222221
2019-03-02	real	MSK	ios	957.7999999999997	17.0	56.341176470588216
2019-03-02	real	MSK	server	8317.96	0.0	0.0
2019-03-02	real	MSK	windows	0.0	0.0	0.0
2019-03-02	real	SPB	android	10536.73	85.0	123.9615294117647
2019-03-02	real	SPB	ios	835.9999999999999	3.0	278.66666666666663
2019-03-02	real	SPB	server	6214.530000000001	0.0	0.0
2019-03-03	auto	MSK_SPB	android	3528.4599999999996	51.0	69.18549019607842
2019-03-03	auto	MSK_SPB	ios	14.94	0.0	0.0
2019-03-03	auto	MSK_SPB	server	1925.88	0.0	0.0
2019-03-03	auto	RU	android	35418.6	460.0	76.99695652173912
2019-03-03	auto	RU	ios	1668.1200000000001	28.0	59.57571428571429
2019-03-03	auto	RU	server	24105.259999999995	0.0	0.0
2019-03-03	auto	RU	windows	90.0	0.0	0.0
2019-03-03	auto	RU_comm	android	0.0	0.0	0.0
2019-03-03	auto	RU_comm	ios	0.0	0.0	0.0
2019-03-03	auto	SPB	android	1312.09	9.0	145.78777777777776
2019-03-03	auto	SPB	ios	0.0	0.0	0.0
2019-03-03	auto	SPB	server	642.12	0.0	0.0
2019-03-03	real	MSK	android	15925.77	324.0	49.15361111111111
2019-03-03	real	MSK	ios	942.5799999999999	17.0	55.44588235294117
2019-03-03	real	MSK	server	1501.97	0.0	0.0
2019-03-03	real	MSK	unknown	0.0	0.0	0.0
2019-03-03	real	SPB	android	14345.12	89.0	161.18112359550562
2019-03-03	real	SPB	ios	865.5699999999999	3.0	288.5233333333333
2019-03-03	real	SPB	server	7265.16	0.0	0.0
2019-03-03	real	SPB	windows	25.11	0.0	0.0
2019-03-04	auto	MSK_SPB	android	1942.35	20.0	97.11749999999999
2019-03-04	auto	MSK_SPB	ios	19.82	0.0	0.0
2019-03-04	auto	MSK_SPB	server	64.17	0.0	0.0
2019-03-04	auto	RU	android	16708.720000000005	261.0	64.01808429118776
2019-03-04	auto	RU	ios	1969.18	36.0	54.699444444444445
2019-03-04	auto	RU	server	12803.830000000002	0.0	0.0
2019-03-04	auto	RU	unknown	0.0	0.0	0.0
2019-03-04	auto	RU	windows	90.0	0.0	0.0
2019-03-04	auto	RU_comm	android	0.0	0.0	0.0
2019-03-04	auto	RU_comm	ios	0.0	0.0	0.0
2019-03-04	auto	SPB	android	351.77	6.0	58.62833333333333
2019-03-04	auto	SPB	ios	0.0	0.0	0.0
2019-03-04	real	MSK	android	13110.76	284.0	46.164647887323945
2019-03-04	real	MSK	ios	1329.9499999999996	14.0	94.99642857142854
2019-03-04	real	MSK	server	2021.0900000000001	0.0	0.0
2019-03-04	real	SPB	android	10013.980000000001	86.0	116.44162790697676
2019-03-04	real	SPB	ios	786.5699999999998	6.0	131.09499999999997
2019-03-04	real	SPB	server	4154.97	0.0	0.0
2019-03-04	real	SPB	windows	0.0	0.0	0.0
2019-03-05	auto	MSK_SPB	android	1808.51	17.0	106.38294117647058
2019-03-05	auto	MSK_SPB	ios	27.35	1.0	27.35
2019-03-05	auto	MSK_SPB	server	38.17	0.0	0.0
2019-03-05	auto	RU	android	16634.199999999997	288.0	57.75763888888888
2019-03-05	auto	RU	ios	1451.0	33.0	43.96969696969697
2019-03-05	auto	RU	macos	0.0	0.0	0.0
2019-03-05	auto	RU	server	11913.590000000004	0.0	0.0
2019-03-05	auto	RU	unknown	0.0	0.0	0.0
2019-03-05	auto	RU	windows	0.0	0.0	0.0
2019-03-05	auto	RU_comm	android	0.0	0.0	0.0
2019-03-05	auto	RU_comm	ios	0.0	0.0	0.0
2019-03-05	auto	SPB	android	299.88	1.0	299.88
2019-03-05	auto	SPB	ios	0.0	0.0	0.0
2019-03-05	real	MSK	android	11796.800000000001	239.0	49.35899581589958
2019-03-05	real	MSK	ios	940.2300000000001	12.0	78.3525
2019-03-05	real	MSK	server	1699.5999999999997	0.0	0.0
2019-03-05	real	MSK	windows	0.0	0.0	0.0
2019-03-05	real	SPB	android	8171.9	67.0	121.96865671641791
2019-03-05	real	SPB	ios	618.2099999999999	2.0	309.10499999999996
2019-03-05	real	SPB	server	6111.07	0.0	0.0
2019-03-06	auto	MSK_SPB	android	2077.06	22.0	94.41181818181818
2019-03-06	auto	MSK_SPB	ios	22.39	0.0	0.0
2019-03-06	auto	MSK_SPB	server	792.6	0.0	0.0
2019-03-06	auto	RU	android	32668.029999999995	367.0	89.01370572207084
2019-03-06	auto	RU	ios	1350.7699999999998	27.0	50.02851851851851
2019-03-06	auto	RU	server	29077.829999999998	0.0	0.0
2019-03-06	auto	RU	windows	0.0	0.0	0.0
2019-03-06	auto	RU_comm	android	0.0	0.0	0.0
2019-03-06	auto	RU_comm	ios	0.0	0.0	0.0
2019-03-06	auto	SPB	android	766.5400000000001	5.0	153.30800000000002
2019-03-06	auto	SPB	ios	0.0	0.0	0.0
2019-03-06	real	MSK	android	3039.72	61.0	49.83147540983606
2019-03-06	real	MSK	ios	650.5999999999999	5.0	130.11999999999998
2019-03-06	real	MSK	server	680.31	0.0	0.0
2019-03-06	real	MSK	windows	0.0	0.0	0.0
2019-03-06	real	SPB	android	5294.5599999999995	43.0	123.12930232558138
2019-03-06	real	SPB	ios	588.6700000000003	3.0	196.22333333333344
2019-03-06	real	SPB	server	3821.2200000000003	0.0	0.0
2019-03-06	real	SPB	windows	0.0	0.0	0.0
